date,outbreak_group,outbreak_subgroup,number_ongoing_outbreaks
2021-03-16,4 Workplace,14 Workplace - Other,95
2021-03-16,4 Workplace,15 Retail,20
2021-03-16,4 Workplace,16 Medical/Health Service,4
2021-03-16,5 Recreational,17 Bar/restaurant/nightclub,12
2021-03-16,5 Recreational,19 Recreational fitness,6
2021-03-16,5 Recreational,20 Personal service settings,3
2021-03-16,5 Recreational,21 Other recreation,14
2021-03-16,6 Other/Unknown,23 Other,5
2021-03-16,6 Other/Unknown,24 Unknown,8
2021-03-17,1 Congregate Care,1 Long-Term Care Homes,69
2021-03-17,1 Congregate Care,2 Hospitals,29
2021-03-17,1 Congregate Care,3 Retirement Homes,46
2021-03-17,2 Congregate Living,18 Short-term accommodations,3
2021-03-17,2 Congregate Living,22 Congregate other,10
2021-03-17,2 Congregate Living,4 Group Home/Supportive Housing,35
2021-03-17,2 Congregate Living,5 Correctional Facility,9
2021-03-17,2 Congregate Living,6 Shelter,31
2021-03-17,3 Education,10 School - Post-Secondary,2
2021-03-17,3 Education,11 Child care,41
2021-03-17,3 Education,7 School - Elementary,76
2021-03-17,3 Education,8 School - Secondary,14
2021-03-17,3 Education,9 School - Elementary/Secondary,1
2021-03-17,4 Workplace,12 Workplace - Farm,17
2021-03-17,4 Workplace,13 Workplace - Food Processing,5
2021-03-17,4 Workplace,14 Workplace - Other,98
2021-03-17,4 Workplace,15 Retail,22
2021-03-17,4 Workplace,16 Medical/Health Service,4
2021-03-17,5 Recreational,17 Bar/restaurant/nightclub,10
2021-03-17,5 Recreational,19 Recreational fitness,4
2021-03-17,5 Recreational,20 Personal service settings,3
2021-03-17,5 Recreational,21 Other recreation,14
2021-03-17,6 Other/Unknown,23 Other,5
2021-03-17,6 Other/Unknown,24 Unknown,8
