date,category_grouped,outbreak_subgroup,TOTAL_CASES
2020-12-10,5 Recreational,OTHER RECREATION,7
2020-12-10,5 Recreational,RECREATIONAL FITNESS,7
2020-12-11,1 Congregate Care,HOSPITAL,36
2020-12-11,1 Congregate Care,LONG-TERM CARE HOME,159
2020-12-11,1 Congregate Care,RETIREMENT HOME,38
2020-12-11,2 Congregate Living,CONGREGATE OTHER,7
2020-12-11,2 Congregate Living,CORRECTIONAL FACILITY,1
2020-12-11,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,11
2020-12-11,2 Congregate Living,SHELTER,2
2020-12-11,3 Education,CHILD CARE,5
2020-12-11,3 Education,SCHOOL - ELEMENTARY,34
2020-12-11,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2020-12-11,3 Education,SCHOOL - POST-SECONDARY,1
2020-12-11,3 Education,SCHOOL - SECONDARY,10
2020-12-11,4 Workplace,MEDICAL/HEALTH SERVICE,1
2020-12-11,4 Workplace,RETAIL,6
2020-12-11,4 Workplace,WORKPLACE - FARM,13
2020-12-11,4 Workplace,WORKPLACE - FOOD PROCESSING,16
2020-12-11,4 Workplace,WORKPLACE - OTHER,60
2020-12-11,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2020-12-11,5 Recreational,OTHER RECREATION,6
2020-12-11,6 Other/Unknown,UNKNOWN,1
2020-12-12,1 Congregate Care,HOSPITAL,32
2020-12-12,1 Congregate Care,LONG-TERM CARE HOME,164
2020-12-12,1 Congregate Care,RETIREMENT HOME,52
2020-12-12,2 Congregate Living,CONGREGATE OTHER,4
2020-12-12,2 Congregate Living,CORRECTIONAL FACILITY,3
2020-12-12,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,15
2020-12-12,3 Education,CHILD CARE,6
2020-12-12,3 Education,SCHOOL - ELEMENTARY,26
2020-12-12,3 Education,SCHOOL - POST-SECONDARY,1
2020-12-12,3 Education,SCHOOL - SECONDARY,9
2020-12-12,4 Workplace,MEDICAL/HEALTH SERVICE,3
2020-12-12,4 Workplace,RETAIL,12
2020-12-12,4 Workplace,WORKPLACE - FARM,2
2020-12-12,4 Workplace,WORKPLACE - FOOD PROCESSING,12
2020-12-12,4 Workplace,WORKPLACE - OTHER,49
2020-12-12,5 Recreational,OTHER RECREATION,4
2020-12-12,5 Recreational,RECREATIONAL FITNESS,9
2020-12-13,1 Congregate Care,HOSPITAL,46
2020-12-13,1 Congregate Care,LONG-TERM CARE HOME,145
2020-12-13,1 Congregate Care,RETIREMENT HOME,40
2020-12-13,2 Congregate Living,CONGREGATE OTHER,5
2020-12-13,2 Congregate Living,CORRECTIONAL FACILITY,10
2020-12-13,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,9
2020-12-13,3 Education,CHILD CARE,7
2020-12-13,3 Education,SCHOOL - ELEMENTARY,23
2020-12-13,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2020-12-13,3 Education,SCHOOL - POST-SECONDARY,1
2020-12-13,3 Education,SCHOOL - SECONDARY,13
2020-12-13,4 Workplace,MEDICAL/HEALTH SERVICE,4
2020-12-13,4 Workplace,RETAIL,12
2020-12-13,4 Workplace,WORKPLACE - FARM,4
2020-12-13,4 Workplace,WORKPLACE - FOOD PROCESSING,15
2020-12-13,4 Workplace,WORKPLACE - OTHER,65
2020-12-13,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2020-12-13,5 Recreational,OTHER RECREATION,5
2020-12-13,5 Recreational,RECREATIONAL FITNESS,1
2020-12-14,1 Congregate Care,HOSPITAL,28
2020-12-14,1 Congregate Care,LONG-TERM CARE HOME,92
2020-12-14,1 Congregate Care,RETIREMENT HOME,25
2020-12-14,2 Congregate Living,CONGREGATE OTHER,2
2020-12-14,2 Congregate Living,CORRECTIONAL FACILITY,3
2020-12-14,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,3
2020-12-14,2 Congregate Living,SHELTER,3
2020-12-14,3 Education,CHILD CARE,6
2020-12-14,3 Education,SCHOOL - ELEMENTARY,44
2020-12-14,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2020-12-14,3 Education,SCHOOL - POST-SECONDARY,1
2020-12-14,3 Education,SCHOOL - SECONDARY,14
2020-12-14,4 Workplace,MEDICAL/HEALTH SERVICE,2
2020-12-14,4 Workplace,RETAIL,11
2020-12-14,4 Workplace,WORKPLACE - FARM,4
2020-12-14,4 Workplace,WORKPLACE - FOOD PROCESSING,19
2020-12-14,4 Workplace,WORKPLACE - OTHER,94
2020-12-14,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,7
2020-12-14,5 Recreational,OTHER RECREATION,4
2020-12-14,5 Recreational,RECREATIONAL FITNESS,4
2020-12-14,6 Other/Unknown,UNKNOWN,1
2020-12-15,1 Congregate Care,HOSPITAL,33
2020-12-15,1 Congregate Care,LONG-TERM CARE HOME,204
2020-12-15,1 Congregate Care,RETIREMENT HOME,54
2020-12-15,2 Congregate Living,CONGREGATE OTHER,6
2020-12-15,2 Congregate Living,CORRECTIONAL FACILITY,3
2020-12-15,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,7
2020-12-15,3 Education,CHILD CARE,4
2020-12-15,3 Education,SCHOOL - ELEMENTARY,52
2020-12-15,3 Education,SCHOOL - SECONDARY,11
2020-12-15,4 Workplace,MEDICAL/HEALTH SERVICE,7
2020-12-15,4 Workplace,RETAIL,18
2020-12-15,4 Workplace,WORKPLACE - FARM,15
2020-12-15,4 Workplace,WORKPLACE - FOOD PROCESSING,18
2020-12-15,4 Workplace,WORKPLACE - OTHER,56
2020-12-15,5 Recreational,OTHER RECREATION,11
2020-12-15,5 Recreational,RECREATIONAL FITNESS,4
2020-12-16,1 Congregate Care,HOSPITAL,38
2020-12-16,1 Congregate Care,LONG-TERM CARE HOME,141
2020-12-16,1 Congregate Care,RETIREMENT HOME,60
2020-12-16,2 Congregate Living,CONGREGATE OTHER,9
2020-12-16,2 Congregate Living,CORRECTIONAL FACILITY,26
2020-12-16,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,16
2020-12-16,2 Congregate Living,SHELTER,3
2020-12-16,3 Education,CHILD CARE,5
2020-12-16,3 Education,SCHOOL - ELEMENTARY,40
2020-12-16,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2020-12-16,3 Education,SCHOOL - POST-SECONDARY,1
2020-12-16,3 Education,SCHOOL - SECONDARY,10
2020-12-16,4 Workplace,MEDICAL/HEALTH SERVICE,1
2020-12-16,4 Workplace,RETAIL,10
2020-12-16,4 Workplace,WORKPLACE - FARM,11
2020-12-16,4 Workplace,WORKPLACE - FOOD PROCESSING,36
2020-12-16,4 Workplace,WORKPLACE - OTHER,54
2020-12-16,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2020-12-16,5 Recreational,OTHER RECREATION,8
2020-12-16,5 Recreational,RECREATIONAL FITNESS,2
2020-12-17,1 Congregate Care,HOSPITAL,20
2020-12-17,1 Congregate Care,LONG-TERM CARE HOME,185
2020-12-17,1 Congregate Care,RETIREMENT HOME,65
2020-12-17,2 Congregate Living,CONGREGATE OTHER,5
2020-12-17,2 Congregate Living,CORRECTIONAL FACILITY,18
2020-12-17,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,7
2020-12-17,2 Congregate Living,SHELTER,4
2020-12-17,3 Education,CHILD CARE,6
2020-12-17,3 Education,SCHOOL - ELEMENTARY,42
2020-12-17,3 Education,SCHOOL - POST-SECONDARY,1
2020-12-17,3 Education,SCHOOL - SECONDARY,16
2020-12-17,4 Workplace,MEDICAL/HEALTH SERVICE,4
2020-12-17,4 Workplace,RETAIL,22
2020-12-17,4 Workplace,WORKPLACE - FARM,33
2020-12-17,4 Workplace,WORKPLACE - FOOD PROCESSING,28
2020-12-17,4 Workplace,WORKPLACE - OTHER,54
2020-12-17,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2020-12-17,5 Recreational,OTHER RECREATION,3
2020-12-18,1 Congregate Care,HOSPITAL,35
2020-12-18,1 Congregate Care,LONG-TERM CARE HOME,267
2020-12-18,1 Congregate Care,RETIREMENT HOME,41
2020-12-18,2 Congregate Living,CORRECTIONAL FACILITY,14
2020-12-18,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,9
2020-12-18,3 Education,CHILD CARE,7
2020-12-18,3 Education,SCHOOL - ELEMENTARY,39
2020-12-18,3 Education,SCHOOL - SECONDARY,20
2020-12-18,4 Workplace,MEDICAL/HEALTH SERVICE,2
2020-12-18,4 Workplace,RETAIL,18
2020-12-18,4 Workplace,WORKPLACE - FARM,17
2020-12-18,4 Workplace,WORKPLACE - FOOD PROCESSING,23
2020-12-18,4 Workplace,WORKPLACE - OTHER,57
2020-12-18,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2020-12-18,5 Recreational,OTHER RECREATION,6
2020-12-18,5 Recreational,RECREATIONAL FITNESS,1
2020-12-19,1 Congregate Care,HOSPITAL,27
2020-12-19,1 Congregate Care,LONG-TERM CARE HOME,196
2020-12-19,1 Congregate Care,RETIREMENT HOME,74
2020-12-19,2 Congregate Living,CORRECTIONAL FACILITY,4
2020-12-19,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,15
2020-12-19,2 Congregate Living,SHELTER,1
2020-12-19,3 Education,CHILD CARE,6
2020-12-19,3 Education,SCHOOL - ELEMENTARY,17
2020-12-19,3 Education,SCHOOL - ELEMENTARY/SECONDARY,4
2020-12-19,3 Education,SCHOOL - POST-SECONDARY,2
2020-12-19,3 Education,SCHOOL - SECONDARY,13
2020-12-19,4 Workplace,MEDICAL/HEALTH SERVICE,6
2020-12-19,4 Workplace,RETAIL,23
2020-12-19,4 Workplace,WORKPLACE - FARM,19
2020-12-19,4 Workplace,WORKPLACE - FOOD PROCESSING,10
2020-12-19,4 Workplace,WORKPLACE - OTHER,56
2020-12-19,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2020-12-19,5 Recreational,OTHER RECREATION,5
2020-12-19,5 Recreational,RECREATIONAL FITNESS,4
2020-12-20,1 Congregate Care,HOSPITAL,33
2020-12-20,1 Congregate Care,LONG-TERM CARE HOME,191
2020-12-20,1 Congregate Care,RETIREMENT HOME,44
2020-12-20,2 Congregate Living,CONGREGATE OTHER,1
2020-12-20,2 Congregate Living,CORRECTIONAL FACILITY,7
2020-12-20,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,17
2020-12-20,2 Congregate Living,SHELTER,2
2020-12-20,3 Education,CHILD CARE,6
2020-12-20,3 Education,SCHOOL - ELEMENTARY,42
2020-12-20,3 Education,SCHOOL - ELEMENTARY/SECONDARY,2
2020-12-20,3 Education,SCHOOL - POST-SECONDARY,1
2020-12-20,3 Education,SCHOOL - SECONDARY,9
2020-12-20,4 Workplace,MEDICAL/HEALTH SERVICE,6
2020-12-20,4 Workplace,RETAIL,7
2020-12-20,4 Workplace,WORKPLACE - FARM,26
2020-12-20,4 Workplace,WORKPLACE - FOOD PROCESSING,8
2020-12-20,4 Workplace,WORKPLACE - OTHER,59
2020-12-20,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2020-12-20,5 Recreational,OTHER RECREATION,11
2020-12-20,5 Recreational,RECREATIONAL FITNESS,1
2020-12-20,6 Other/Unknown,UNKNOWN,1
2020-12-21,1 Congregate Care,HOSPITAL,25
2020-12-21,1 Congregate Care,LONG-TERM CARE HOME,142
2020-12-21,1 Congregate Care,RETIREMENT HOME,39
2020-12-21,2 Congregate Living,CONGREGATE OTHER,2
2020-12-21,2 Congregate Living,CORRECTIONAL FACILITY,2
2020-12-21,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,9
2020-12-21,2 Congregate Living,SHELTER,2
2020-12-21,3 Education,CHILD CARE,2
2020-12-21,3 Education,SCHOOL - ELEMENTARY,28
2020-12-21,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2020-12-21,3 Education,SCHOOL - SECONDARY,12
2020-12-21,4 Workplace,MEDICAL/HEALTH SERVICE,1
2020-12-21,4 Workplace,RETAIL,10
2020-12-21,4 Workplace,WORKPLACE - FARM,22
2020-12-21,4 Workplace,WORKPLACE - FOOD PROCESSING,24
2020-12-21,4 Workplace,WORKPLACE - OTHER,48
2020-12-21,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2020-12-21,5 Recreational,OTHER RECREATION,11
2020-12-21,5 Recreational,RECREATIONAL FITNESS,1
2020-12-22,1 Congregate Care,HOSPITAL,39
2020-12-22,1 Congregate Care,LONG-TERM CARE HOME,207
2020-12-22,1 Congregate Care,RETIREMENT HOME,54
2020-12-22,2 Congregate Living,CONGREGATE OTHER,1
2020-12-22,2 Congregate Living,CORRECTIONAL FACILITY,6
2020-12-22,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,15
2020-12-22,2 Congregate Living,SHELTER,2
2020-12-22,3 Education,CHILD CARE,7
2020-12-22,3 Education,SCHOOL - ELEMENTARY,24
2020-12-22,3 Education,SCHOOL - ELEMENTARY/SECONDARY,2
2020-12-22,3 Education,SCHOOL - SECONDARY,12
2020-12-22,4 Workplace,MEDICAL/HEALTH SERVICE,7
2020-12-22,4 Workplace,RETAIL,9
2020-12-22,4 Workplace,WORKPLACE - FARM,5
2020-12-22,4 Workplace,WORKPLACE - FOOD PROCESSING,20
2020-12-22,4 Workplace,WORKPLACE - OTHER,48
2020-12-22,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2020-12-22,5 Recreational,OTHER RECREATION,5
2020-12-22,5 Recreational,RECREATIONAL FITNESS,5
2020-12-22,6 Other/Unknown,OTHER,1
2020-12-23,1 Congregate Care,HOSPITAL,50
2020-12-23,1 Congregate Care,LONG-TERM CARE HOME,196
2020-12-23,1 Congregate Care,RETIREMENT HOME,44
2020-12-23,2 Congregate Living,CONGREGATE OTHER,1
2020-12-23,2 Congregate Living,CORRECTIONAL FACILITY,10
2020-12-23,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,17
2020-12-23,2 Congregate Living,SHELTER,3
2020-12-23,3 Education,CHILD CARE,8
2020-12-23,3 Education,SCHOOL - ELEMENTARY,19
2020-12-23,3 Education,SCHOOL - SECONDARY,8
2020-12-23,4 Workplace,MEDICAL/HEALTH SERVICE,5
2020-12-23,4 Workplace,RETAIL,6
2020-12-23,4 Workplace,WORKPLACE - FARM,6
2020-12-23,4 Workplace,WORKPLACE - FOOD PROCESSING,19
2020-12-23,4 Workplace,WORKPLACE - OTHER,66
2020-12-23,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2020-12-23,5 Recreational,OTHER RECREATION,4
2020-12-23,5 Recreational,RECREATIONAL FITNESS,2
2020-12-24,1 Congregate Care,HOSPITAL,27
2020-12-24,1 Congregate Care,LONG-TERM CARE HOME,190
2020-12-24,1 Congregate Care,RETIREMENT HOME,48
2020-12-24,2 Congregate Living,CONGREGATE OTHER,2
2020-12-24,2 Congregate Living,CORRECTIONAL FACILITY,4
2020-12-24,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,21
2020-12-24,2 Congregate Living,SHELTER,6
2020-12-24,3 Education,CHILD CARE,7
2020-12-24,3 Education,SCHOOL - ELEMENTARY,12
2020-12-24,3 Education,SCHOOL - SECONDARY,6
2020-12-24,4 Workplace,MEDICAL/HEALTH SERVICE,11
2020-12-24,4 Workplace,RETAIL,7
2020-12-24,4 Workplace,WORKPLACE - FARM,8
2020-12-24,4 Workplace,WORKPLACE - FOOD PROCESSING,10
2020-12-24,4 Workplace,WORKPLACE - OTHER,40
2020-12-24,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2020-12-24,5 Recreational,OTHER RECREATION,7
2020-12-24,5 Recreational,RECREATIONAL FITNESS,5
2020-12-24,6 Other/Unknown,OTHER,1
2020-12-25,1 Congregate Care,HOSPITAL,23
2020-12-25,1 Congregate Care,LONG-TERM CARE HOME,241
2020-12-25,1 Congregate Care,RETIREMENT HOME,51
2020-12-25,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,36
2020-12-25,2 Congregate Living,SHELTER,4
2020-12-25,3 Education,CHILD CARE,7
2020-12-25,3 Education,SCHOOL - ELEMENTARY,26
2020-12-25,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2020-12-25,3 Education,SCHOOL - SECONDARY,6
2020-12-25,4 Workplace,MEDICAL/HEALTH SERVICE,1
2020-12-25,4 Workplace,RETAIL,8
2020-12-25,4 Workplace,WORKPLACE - FARM,21
2020-12-25,4 Workplace,WORKPLACE - FOOD PROCESSING,16
2020-12-25,4 Workplace,WORKPLACE - OTHER,41
2020-12-25,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2020-12-25,5 Recreational,OTHER RECREATION,4
2020-12-26,1 Congregate Care,HOSPITAL,39
2020-12-26,1 Congregate Care,LONG-TERM CARE HOME,164
2020-12-26,1 Congregate Care,RETIREMENT HOME,37
2020-12-26,2 Congregate Living,CONGREGATE OTHER,1
2020-12-26,2 Congregate Living,CORRECTIONAL FACILITY,2
2020-12-26,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,13
2020-12-26,2 Congregate Living,SHELTER,9
2020-12-26,3 Education,CHILD CARE,4
2020-12-26,3 Education,SCHOOL - ELEMENTARY,10
2020-12-26,3 Education,SCHOOL - ELEMENTARY/SECONDARY,2
2020-12-26,3 Education,SCHOOL - SECONDARY,4
2020-12-26,4 Workplace,MEDICAL/HEALTH SERVICE,2
2020-12-26,4 Workplace,RETAIL,6
2020-12-26,4 Workplace,WORKPLACE - FARM,36
2020-12-26,4 Workplace,WORKPLACE - FOOD PROCESSING,11
2020-12-26,4 Workplace,WORKPLACE - OTHER,52
2020-12-26,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,9
2020-12-26,5 Recreational,OTHER RECREATION,6
2020-12-26,5 Recreational,RECREATIONAL FITNESS,3
2020-12-27,1 Congregate Care,HOSPITAL,26
2020-12-27,1 Congregate Care,LONG-TERM CARE HOME,152
2020-12-27,1 Congregate Care,RETIREMENT HOME,42
2020-12-27,2 Congregate Living,CONGREGATE OTHER,1
2020-12-27,2 Congregate Living,CORRECTIONAL FACILITY,3
2020-12-27,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,13
2020-12-27,2 Congregate Living,SHELTER,2
2020-12-27,3 Education,CHILD CARE,9
2020-12-27,3 Education,SCHOOL - ELEMENTARY,6
2020-12-27,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2020-12-27,3 Education,SCHOOL - SECONDARY,4
2020-12-27,4 Workplace,MEDICAL/HEALTH SERVICE,2
2020-12-27,4 Workplace,RETAIL,10
2020-12-27,4 Workplace,WORKPLACE - FARM,19
2020-12-27,4 Workplace,WORKPLACE - FOOD PROCESSING,18
2020-12-27,4 Workplace,WORKPLACE - OTHER,60
2020-12-27,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,5
2020-12-27,5 Recreational,OTHER RECREATION,7
2020-12-27,5 Recreational,RECREATIONAL FITNESS,2
2020-12-28,1 Congregate Care,HOSPITAL,44
2020-12-28,1 Congregate Care,LONG-TERM CARE HOME,105
2020-12-28,1 Congregate Care,RETIREMENT HOME,58
2020-12-28,2 Congregate Living,CONGREGATE OTHER,3
2020-12-28,2 Congregate Living,CORRECTIONAL FACILITY,2
2020-12-28,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,12
2020-12-28,2 Congregate Living,SHELTER,2
2020-12-28,3 Education,CHILD CARE,8
2020-12-28,3 Education,SCHOOL - ELEMENTARY,9
2020-12-28,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2020-12-28,3 Education,SCHOOL - SECONDARY,1
2020-12-28,4 Workplace,MEDICAL/HEALTH SERVICE,6
2020-12-28,4 Workplace,RETAIL,22
2020-12-28,4 Workplace,WORKPLACE - FARM,22
2020-12-28,4 Workplace,WORKPLACE - FOOD PROCESSING,18
2020-12-28,4 Workplace,WORKPLACE - OTHER,47
2020-12-28,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,8
2020-12-28,5 Recreational,OTHER RECREATION,9
2020-12-28,5 Recreational,PERSONAL SERVICE SETTINGS,1
2020-12-28,5 Recreational,RECREATIONAL FITNESS,3
2020-12-29,1 Congregate Care,HOSPITAL,38
2020-12-29,1 Congregate Care,LONG-TERM CARE HOME,261
2020-12-29,1 Congregate Care,RETIREMENT HOME,53
2020-12-29,2 Congregate Living,CONGREGATE OTHER,2
2020-12-29,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,19
2020-12-29,2 Congregate Living,SHELTER,2
2020-12-29,3 Education,CHILD CARE,7
2020-12-29,3 Education,SCHOOL - ELEMENTARY,15
2020-12-29,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2020-12-29,3 Education,SCHOOL - SECONDARY,6
2020-12-29,4 Workplace,MEDICAL/HEALTH SERVICE,1
2020-12-29,4 Workplace,RETAIL,11
2020-12-29,4 Workplace,WORKPLACE - FARM,15
2020-12-29,4 Workplace,WORKPLACE - FOOD PROCESSING,19
2020-12-29,4 Workplace,WORKPLACE - OTHER,58
2020-12-29,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,9
2020-12-29,5 Recreational,OTHER RECREATION,8
2020-12-29,5 Recreational,RECREATIONAL FITNESS,4
2020-12-30,1 Congregate Care,HOSPITAL,57
2020-12-30,1 Congregate Care,LONG-TERM CARE HOME,216
2020-12-30,1 Congregate Care,RETIREMENT HOME,57
2020-12-30,2 Congregate Living,CORRECTIONAL FACILITY,2
2020-12-30,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,19
2020-12-30,2 Congregate Living,SHELTER,2
2020-12-30,3 Education,CHILD CARE,4
2020-12-30,3 Education,SCHOOL - ELEMENTARY,6
2020-12-30,3 Education,SCHOOL - POST-SECONDARY,1
2020-12-30,3 Education,SCHOOL - SECONDARY,2
2020-12-30,4 Workplace,MEDICAL/HEALTH SERVICE,8
2020-12-30,4 Workplace,RETAIL,15
2020-12-30,4 Workplace,WORKPLACE - FARM,33
2020-12-30,4 Workplace,WORKPLACE - FOOD PROCESSING,10
2020-12-30,4 Workplace,WORKPLACE - OTHER,69
2020-12-30,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2020-12-30,5 Recreational,OTHER RECREATION,3
2020-12-30,5 Recreational,RECREATIONAL FITNESS,4
2020-12-31,1 Congregate Care,HOSPITAL,52
2020-12-31,1 Congregate Care,LONG-TERM CARE HOME,262
2020-12-31,1 Congregate Care,RETIREMENT HOME,58
2020-12-31,2 Congregate Living,CONGREGATE OTHER,2
2020-12-31,2 Congregate Living,CORRECTIONAL FACILITY,3
2020-12-31,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,24
2020-12-31,2 Congregate Living,SHELTER,4
2020-12-31,3 Education,CHILD CARE,6
2020-12-31,3 Education,SCHOOL - ELEMENTARY,6
2020-12-31,3 Education,SCHOOL - ELEMENTARY/SECONDARY,2
2020-12-31,3 Education,SCHOOL - SECONDARY,4
2020-12-31,4 Workplace,MEDICAL/HEALTH SERVICE,1
2020-12-31,4 Workplace,RETAIL,18
2020-12-31,4 Workplace,WORKPLACE - FARM,14
2020-12-31,4 Workplace,WORKPLACE - FOOD PROCESSING,23
2020-12-31,4 Workplace,WORKPLACE - OTHER,53
2020-12-31,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,11
2020-12-31,5 Recreational,OTHER RECREATION,14
2020-12-31,5 Recreational,RECREATIONAL FITNESS,3
2020-12-31,6 Other/Unknown,OTHER,1
2021-01-01,1 Congregate Care,HOSPITAL,37
2021-01-01,1 Congregate Care,LONG-TERM CARE HOME,196
2021-01-01,1 Congregate Care,RETIREMENT HOME,61
2021-01-01,2 Congregate Living,CONGREGATE OTHER,7
2021-01-01,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,31
2021-01-01,2 Congregate Living,SHELTER,5
2021-01-01,3 Education,CHILD CARE,7
2021-01-01,3 Education,SCHOOL - ELEMENTARY,9
2021-01-01,3 Education,SCHOOL - SECONDARY,3
2021-01-01,4 Workplace,MEDICAL/HEALTH SERVICE,3
2021-01-01,4 Workplace,RETAIL,8
2021-01-01,4 Workplace,WORKPLACE - FARM,15
2021-01-01,4 Workplace,WORKPLACE - FOOD PROCESSING,17
2021-01-01,4 Workplace,WORKPLACE - OTHER,68
2021-01-01,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-01-01,5 Recreational,OTHER RECREATION,8
2021-01-01,5 Recreational,RECREATIONAL FITNESS,2
2021-01-02,1 Congregate Care,HOSPITAL,52
2021-01-02,1 Congregate Care,LONG-TERM CARE HOME,146
2021-01-02,1 Congregate Care,RETIREMENT HOME,52
2021-01-02,2 Congregate Living,CONGREGATE OTHER,6
2021-01-02,2 Congregate Living,CORRECTIONAL FACILITY,1
2021-01-02,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,10
2021-01-02,2 Congregate Living,SHELTER,7
2021-01-02,3 Education,CHILD CARE,4
2021-01-02,3 Education,SCHOOL - ELEMENTARY,4
2021-01-02,3 Education,SCHOOL - POST-SECONDARY,2
2021-01-02,3 Education,SCHOOL - SECONDARY,4
2021-01-02,4 Workplace,MEDICAL/HEALTH SERVICE,4
2021-01-02,4 Workplace,RETAIL,9
2021-01-02,4 Workplace,WORKPLACE - FARM,18
2021-01-02,4 Workplace,WORKPLACE - FOOD PROCESSING,8
2021-01-02,4 Workplace,WORKPLACE - OTHER,55
2021-01-02,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,7
2021-01-02,5 Recreational,OTHER RECREATION,2
2021-01-02,5 Recreational,PERSONAL SERVICE SETTINGS,2
2021-01-02,5 Recreational,RECREATIONAL FITNESS,2
2021-01-03,1 Congregate Care,HOSPITAL,34
2021-01-03,1 Congregate Care,LONG-TERM CARE HOME,280
2021-01-03,1 Congregate Care,RETIREMENT HOME,60
2021-01-03,2 Congregate Living,CONGREGATE OTHER,5
2021-01-03,2 Congregate Living,CORRECTIONAL FACILITY,1
2021-01-03,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,11
2021-01-03,2 Congregate Living,SHELTER,1
2021-01-03,3 Education,CHILD CARE,8
2021-01-03,3 Education,SCHOOL - ELEMENTARY,2
2021-01-03,3 Education,SCHOOL - POST-SECONDARY,1
2021-01-03,3 Education,SCHOOL - SECONDARY,1
2021-01-03,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-01-03,4 Workplace,RETAIL,22
2021-01-03,4 Workplace,WORKPLACE - FARM,19
2021-01-03,4 Workplace,WORKPLACE - FOOD PROCESSING,14
2021-01-03,4 Workplace,WORKPLACE - OTHER,70
2021-01-03,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,6
2021-01-03,5 Recreational,OTHER RECREATION,5
2021-01-04,1 Congregate Care,HOSPITAL,65
2021-01-04,1 Congregate Care,LONG-TERM CARE HOME,176
2021-01-04,1 Congregate Care,RETIREMENT HOME,71
2021-01-04,2 Congregate Living,CORRECTIONAL FACILITY,2
2021-01-04,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,10
2021-01-04,2 Congregate Living,SHELTER,2
2021-01-04,3 Education,CHILD CARE,3
2021-01-04,3 Education,SCHOOL - ELEMENTARY,2
2021-01-04,4 Workplace,MEDICAL/HEALTH SERVICE,4
2021-01-04,4 Workplace,RETAIL,13
2021-01-04,4 Workplace,WORKPLACE - FARM,10
2021-01-04,4 Workplace,WORKPLACE - FOOD PROCESSING,17
2021-01-04,4 Workplace,WORKPLACE - OTHER,61
2021-01-04,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-01-04,5 Recreational,OTHER RECREATION,8
